model,accuracy,f1_macro,f1_micro,multi_f1_macro,f1_UNKNOWN
sgd_span_ctx_masked,0.9710691823899371,0.9466309928479015,0.9710691823899371,0.9471321852005326,0.9310344827586207
markov_lookup,0.9534591194968554,0.9048651952422581,0.9534591194968554,0.9589806204532232,0.8762541806020067
logreg_span_char,0.9584905660377359,0.8602911935714597,0.9584905660377359,0.8051927416653444,0.8926174496644296
logreg_span_wordchar,0.9547169811320755,0.8326292473442599,0.9547169811320755,0.8051927416653444,0.8844884488448845
logreg_span_ctx,0.9572327044025157,0.8318805766875568,0.9572327044025157,0.8420517160243187,0.8970099667774086
