model,raw_accuracy,raw_f1_macro,raw_f1_micro,raw_f1_weighted,rej_accuracy,rej_f1_macro,rej_f1_micro,f1_NO_BRAND,f1_UNKNOWN,false_brand_cat
sgd_char,0.9436077057793345,0.9505720828901706,0.9436077057793345,0.9430452449901036,0.9437828371278458,0.9488029716871897,0.9437828371278458,0.8753671842215694,0.8556244464127547,0.0935374149659864
logreg_wordchar,0.9441330998248687,0.9495205651347436,0.9441330998248687,0.943774462926748,0.936077057793345,0.93079082784468,0.936077057793345,0.8783894823336073,0.8563876651982378,0.06887755102040816
logreg_char_bal,0.9213660245183888,0.9358954874735164,0.9213660245183888,0.9194261176042321,0.8600700525394046,0.9253737240241223,0.8600700525394046,0.8061082832022212,0.8013245033112583,0.16666666666666666
logreg_char,0.9276707530647986,0.9103190988482811,0.9276707530647986,0.9272270934276079,0.9140105078809106,0.8656057989882429,0.9140105078809106,0.8482897384305835,0.8278905560458959,0.07908163265306123
