model,raw_accuracy,raw_f1_macro,raw_f1_micro,raw_f1_weighted,rej_accuracy,rej_f1_macro,rej_f1_micro,f1_NO_BRAND,f1_UNKNOWN,false_brand_cat
sgd_char,0.9450760888577926,0.940385272121523,0.9450760888577926,0.9447811272899976,0.9466503410879832,0.941289979321366,0.9466503410879832,0.8793610760823876,0.8796536796536797,0.09608843537414966
logreg_char_bal,0.9274094804967641,0.9356353365661662,0.9274094804967641,0.9257841052668723,0.8654888927759314,0.9277312678562708,0.8654888927759314,0.8228200371057514,0.8269073010664479,0.16326530612244897
logreg_wordchar,0.9438516704565332,0.9290336059596289,0.9438516704565332,0.9434971543137979,0.9377295784502362,0.9107218096537169,0.9377295784502362,0.8790755262071812,0.8729472774416595,0.0782312925170068
logreg_char,0.9331817386741298,0.9116341951427854,0.9331817386741298,0.932977156440739,0.9200629700892077,0.8524501562477456,0.9200629700892077,0.8631749898497767,0.8524590163934426,0.08163265306122448
